district,superset_district_iso,geojson_geometry
Budaka,UG-217,"{""type"":""Polygon"",""coordinates"":[[[34.12983442641763,1.114505926707125],[34.11340131971514,1.068617254882383],[34.098105096373104,1.053217677853524],[34.07733116989755,1.050995592472589],[34.069166294289005,1.03404572183257],[34.00922163257229,0.994823309747915],[33.95465132030216,0.948211168410694],[33.90070112475706,0.927230536360128],[33.84365034378834,0.938961086285076],[33.84878391684424,1.028965540627212],[33.866149828251935,1.05212008947052],[33.90088165106732,1.069486000878214],[33.91535324375718,1.089746230104424],[33.89509301363165,1.101323504975767],[33.886410058377464,1.121583734201977],[33.89798733234949,1.138949645609671],[33.90377596888584,1.167892831888651],[33.981922570670065,1.170787149707166],[34.048491896683686,1.150526920480957],[34.08611803821685,1.133161009073319],[34.12983442641763,1.114505926707125]]]}"
Bududa,UG-223,"{""type"":""Polygon"",""coordinates"":[[[34.507484984944085,1.102517801955003],[34.48702111800009,1.08246734700009],[34.47720259600004,1.064587301000131],[34.4688310140001,1.044226787000099],[34.46366337100005,1.022936096000109],[34.463346175433365,0.999992276520293],[34.44080356563205,1.007839153654004],[34.34909497964958,1.007839153654004],[34.34714373319673,0.986375442672511],[34.32958251422161,0.986375442672511],[34.32958251422161,1.000034167842557],[34.26357303236955,0.999164130420297],[34.28000613817272,1.019731350421466],[34.2926151872411,1.043089097483858],[34.31659305192778,1.074663397897496],[34.3571073752052,1.086445623766508],[34.388733350663585,1.105514227899278],[34.470795525992685,1.098021144959887],[34.507484984944085,1.102517801955003]]]}"
Bugiri,UG-201,"{""type"":""Polygon"",""coordinates"":[[[33.609556104730416,0.464416409489672],[33.60872928243043,0.502863674319087],[33.61751427566327,0.542292791978753],[33.64262902191183,0.5698363309819],[33.66154259641365,0.600067043359331],[33.668570591359696,0.639909573068337],[33.665986768974165,0.679958808352296],[33.63880496607629,0.706882228831773],[33.63053673678098,0.732927151067145],[33.662369418713695,0.71587392853894],[33.69564904057074,0.701972968277857],[33.72551801864165,0.698097236498256],[33.744224887568464,0.722643541066532],[33.77512739441369,0.678821925891157],[33.80602990125891,0.679855455564791],[33.83744917204166,0.689622300728558],[33.85129845635868,0.688382066379233],[33.865147738877,0.684558010543753],[33.88251102066704,0.648229478307769],[33.89553348178475,0.608697007860599],[33.95713178900087,0.564151923172687],[33.948760206917996,0.547718818268834],[33.930053337991126,0.543946438377418],[33.89470665858539,0.496042384948112],[33.89253624914858,0.473924872235045],[33.85843267023154,0.453845066796362],[33.83880912953765,0.42637210838609],[33.828997358741105,0.383200318140155],[33.797599692371875,0.385162672119634],[33.76423967202322,0.37142619336413],[33.72891729769509,0.3459155898326],[33.684693637901034,0.321686102931267],[33.69337527834642,0.368401597056049],[33.640392980851345,0.380638184704424],[33.62013275072587,0.406687051366305],[33.59697820278183,0.421158644056163],[33.60883263521794,0.442247219033902],[33.60986616399225,0.453461005021381],[33.609556104730416,0.464416409489672]]]}"
Buhweju,UG-325,"{""type"":""Polygon"",""coordinates"":[[[30.323373194517274,-0.211647935903557],[30.40799441860753,-0.267838636743704],[30.415022413553515,-0.281016126592988],[30.425874465234358,-0.290266208718549],[30.44096398300138,-0.287268975183053],[30.448922153034914,-0.274194838121275],[30.452436151407255,-0.260965670529288],[30.462874790139438,-0.25290414770825],[30.484785597277494,-0.248408298304355],[30.503595818991812,-0.255901381243746],[30.492847120997794,-0.31574269017301],[30.496774529620836,-0.383748874710818],[30.467008905236753,-0.412429293477146],[30.47000613787293,-0.445967298651908],[30.337969358599025,-0.456687250716072],[30.326195233822943,-0.492009625044147],[30.283023442677745,-0.476310791409901],[30.21237869402148,-0.437063709122867],[30.137809237406373,-0.417440167529719],[30.145658654223496,-0.307548336586478],[30.169206903775546,-0.28792479499333],[30.216303402879703,-0.260451837482321],[30.283023442677745,-0.244753003848075],[30.323373194517274,-0.211647935903557]]]}"
Buikwe,UG-117,"{""type"":""Polygon"",""coordinates"":[[[33.0316413617594,0.586999225833608],[33.044767027276464,0.571517671103607],[33.09857954291158,0.544204819896493],[33.157594027742164,0.494698797811282],[33.180745070128864,0.465243231789714],[33.18725630113738,0.428139553197809],[33.18364369569997,0.392269877552792],[33.21450759824705,0.369170555176993],[33.27285498846692,0.350246361480401],[33.22502688907963,0.323919989216108],[33.192474805268034,0.298651434615977],[33.18531334733308,0.263047593171905],[33.174082878921695,0.221502996665947],[33.13339277415719,0.181708075267466],[33.07829837297152,0.091009832637667],[33.013763868307876,-0.146986586361891],[32.8472253757505,-0.462102566080546],[32.8472253757505,-0.163090508819948],[32.605021537913615,-0.163090508819948],[32.77313080524243,0.036971822791372],[32.86067469917799,0.140354060391587],[32.862289544326984,0.174265804922925],[32.89135675431072,0.206562704305327],[32.9188091182462,0.256622899427271],[32.976943538213675,0.313142473346431],[33.02054435273965,0.35997297817039],[33.02861857758529,0.414877707839935],[33.00116621275049,0.453633986918931],[32.98501776305932,0.510153561737468],[32.98824745245793,0.558598910811099],[33.0316413617594,0.586999225833608]]]}"
Bukedea,UG-224,"{""type"":""Polygon"",""coordinates"":[[[34.11650190603814,1.177861233109411],[34.069579706338345,1.19000519418438],[34.04983930773784,1.201012275496112],[34.029478794210945,1.208350327905293],[33.942352328696984,1.226282050476243],[33.92664269420493,1.246177476009677],[33.961662340544535,1.272088299435438],[34.002182799896275,1.295242848278804],[33.99928848117844,1.353129219038237],[33.99928848117844,1.39364967838992],[34.01954871130397,1.411015589797614],[34.048491896683686,1.431275819923144],[34.042703260147334,1.494950828118192],[34.08611803821685,1.520999694780073],[34.14689872769412,1.532576969651416],[34.22967329288815,1.555719305701359],[34.227812940914475,1.489263413875449],[34.229569940100646,1.465388901976212],[34.2425924012183,1.448697415553283],[34.268120557717566,1.399656480562101],[34.25716515504786,1.346352240163753],[34.248070102553186,1.320023097987587],[34.24279910679331,1.292376207096254],[34.23101688002498,1.265814520923414],[34.21417036307179,1.241629949762341],[34.19184614388439,1.193002427719875],[34.15691287562868,1.163185126492408],[34.13582889168998,1.167112535115393],[34.11650190603814,1.177861233109411]]]}"
Bukomansimbi,UG-118,"{""type"":""Polygon"",""coordinates"":[[[31.607235134793598,-0.262178255222295],[31.587310624285863,-0.17109477540356],[31.564539754106363,-0.054394066632881],[31.550353631414964,0.018293769042202],[31.591798129779818,0.049351305518314],[31.620736931863917,0.043150132872313],[31.648848910748598,0.047129218338739],[31.67270138655971,0.01107218423391],[31.68693318042193,-0.023084120136048],[31.70970404970211,-0.07716493681238],[31.72678220233672,-0.119860317499672],[31.735321278654055,-0.165402057858671],[31.755245790061167,-0.205251079773518],[31.749553072516278,-0.228021949953018],[31.72108948479189,-0.262178255222295],[31.607235134793598,-0.262178255222295]]]}"
Bukwa,UG-218,"{""type"":""Polygon"",""coordinates"":[[[34.56688291800015,1.103021686000076],[34.561228475000064,1.093371074000061],[34.5600649320001,1.093149310000101],[34.55998904815601,1.093318589980925],[34.55730187388235,1.099313056152596],[34.54603641105149,1.149645901437168],[34.54841352696269,1.200392156972441],[34.570427686888195,1.248554591920879],[34.60370730964462,1.289068915198243],[34.62820193916815,1.304881903377122],[34.65476362534099,1.315268866165241],[34.67584760927974,1.31852448211913],[34.69527794771909,1.328084621707887],[34.72721398333863,1.368986517713608],[34.74220014831815,1.419448554207406],[34.7802340019976,1.372422999921525],[34.78074667671774,1.371789121770519],[34.78271366400014,1.352993469000097],[34.80007694500006,1.312324117000045],[34.81051558500013,1.272533264000046],[34.797906535000095,1.231915588000092],[34.76607385300014,1.21749786400008],[34.683804973000065,1.209074606000087],[34.66303104600013,1.196362203000135],[34.62892460100005,1.163599345000137],[34.58045210800009,1.15254058900004],[34.57363081800014,1.134247131000066],[34.57197717300011,1.111716207000129],[34.56688291800015,1.103021686000076]]]}"
Bulambuli,UG-225,"{""type"":""Polygon"",""coordinates"":[[[34.26088585809583,1.562798977490786],[34.27442508315107,1.553910631470444],[34.288894484193065,1.547606106036937],[34.37767459520637,1.557217922469135],[34.42139285669498,1.528330797228477],[34.45281212657835,1.487118841960978],[34.43317508256399,1.445622666752683],[34.38594282360242,1.424280300395537],[34.35493696486901,1.404204005910117],[34.329408806571166,1.377900702155671],[34.3139058767548,1.351261500717669],[34.30904829304427,1.321263333236232],[34.3284786305843,1.299972641923887],[34.431108025914625,1.258786525977371],[34.4984940937274,1.221734524228907],[34.52443566317527,1.196464749248776],[34.524228956700995,1.162254950505542],[34.49421695404919,1.167892831888651],[34.45369649469745,1.176575787142838],[34.40449307919221,1.182364424578509],[34.37844421253038,1.20841329124039],[34.303191929463935,1.22867352136592],[34.21417036307179,1.241629949762341],[34.23101688002498,1.265814520923414],[34.24279910679331,1.292376207096254],[34.248070102553186,1.320023097987587],[34.25716515504786,1.346352240163753],[34.268120557717566,1.399656480562101],[34.2425924012183,1.448697415553283],[34.229569940100646,1.465388901976212],[34.227812940914475,1.489263413875449],[34.22967329288815,1.555719305701359],[34.2452795745927,1.560551051889547],[34.26088585809583,1.562798977490786]]]}"
Buliisa,UG-419,"{""type"":""Polygon"",""coordinates"":[[[31.075539310079733,1.840648915907775],[31.096017547000145,1.866363001000053],[31.119112996000126,1.89536346400007],[31.183295125000086,1.976211243000122],[31.24282637600004,2.051167908000096],[31.271455119000052,2.102999370000077],[31.28009568067108,2.151441144093496],[31.309024692735363,2.155475979432879],[31.345673421391268,2.179557999102371],[31.365765415341627,2.192760525178073],[31.37175988061398,2.195861111501074],[31.398838331623665,2.205033678361531],[31.448551060183263,2.24164643053831],[31.496920199807334,2.2542038027633],[31.53112999855057,2.273453274049359],[31.545909457955077,2.277794093822365],[31.5492149143368,2.20899933874847],[31.539616082316343,2.14180751730305],[31.539616082316343,2.065016863837172],[31.573211993039024,2.021822121093976],[31.602008488201136,1.973827962790267],[31.630804983363248,1.949830884088044],[31.645203230045013,1.921034388925875],[31.635604398923874,1.897037310223652],[31.606807903761705,1.892237893763763],[31.578011408599593,1.86824081506154],[31.578011408599593,1.801048993616178],[31.5492149143368,1.757854250872981],[31.48202309289138,1.724258340150243],[31.41963068700659,1.729057756610189],[31.3614245946693,1.738188788281946],[31.360579854276807,1.790188882211112],[31.32696756330239,1.821000148338157],[31.075539310079733,1.840648915907775]]]}"
Bundibugyo,UG-401,"{""type"":""Polygon"",""coordinates"":[[[29.982194039923,0.849017102357379],[29.996390829000063,0.859948629000129],[30.038352092000082,0.878913879000081],[30.14511560000011,0.903150126000071],[30.154830770000046,0.90867950500008],[30.165682820000086,0.921443583000041],[30.183482538795875,0.954601915163732],[30.206228653229743,0.894990412977165],[30.25203494625572,0.852971503232254],[30.22681684721971,0.841034246833033],[30.209350212642164,0.818193263708167],[30.202425571383003,0.770134182446554],[30.19426069487514,0.761555893889408],[30.184752232129767,0.749670315232834],[30.17038618297596,0.714685370133736],[30.154883254058916,0.688795478428574],[30.142377556878728,0.661665351474767],[30.13297244602154,0.630814521472985],[30.11178510929534,0.608076890236305],[30.087187126984304,0.565082099159554],[30.06786014223178,0.517901516142047],[30.05762820817523,0.505447495805299],[30.04801639174309,0.49118480123758],[30.036544224236536,0.483846747029759],[30.02331505664455,0.478627428113327],[30.008535597239984,0.457595120118697],[29.99809695760848,0.43356557948789],[29.9781481087482,0.422849465730224],[29.972155389059935,0.416667384791992],[29.959442987204056,0.410207831526179],[29.946730584448915,0.405763658066348],[29.938979119990393,0.406848862784784],[29.932261183406865,0.410362861157125],[29.921254102994453,0.419974676689947],[29.912417432918176,0.429173081972124],[29.903908654760585,0.438229209110716],[29.92290694200011,0.460179748000115],[29.92608285600005,0.467073351000096],[29.940476928000066,0.498316956000082],[29.937996460000136,0.537280985000066],[29.91949629700008,0.618102925000116],[29.920013061000134,0.63867014500002],[29.93231205300009,0.723161113000074],[29.926834350000092,0.774889221000123],[29.928281290000086,0.78501780200007],[29.947298218000128,0.82460195000003],[29.960217326000077,0.832095032000069],[29.982194039923,0.849017102357379]]]}"
Bushenyi,UG-402,"{""type"":""Polygon"",""coordinates"":[[[29.942596470250862,-0.505033461225253],[29.945800409361368,-0.489737236983899],[29.94776411322323,-0.464467462003768],[29.943009881400883,-0.443125094747359],[29.91410086666167,-0.401741334794792],[29.945498532131523,-0.393891917977669],[29.984745615317877,-0.370343668425562],[30.02399269760491,-0.350720126832414],[30.055390363974084,-0.358569543649537],[30.090712738302216,-0.401741334794792],[30.137809237406373,-0.417440167529719],[30.21237869402148,-0.437063709122867],[30.283023442677745,-0.476310791409901],[30.326195233822943,-0.492009625044147],[30.326195233822943,-0.55872966484219],[30.31442110904692,-0.617600288722372],[30.247701068349613,-0.625449705539495],[30.165282194917324,-0.633299122356618],[30.126035112630348,-0.621524997580593],[30.114260987854266,-0.594052039170265],[30.106411571037142,-0.562654373700411],[30.082863321485092,-0.539106124148304],[30.051465656015182,-0.539106124148304],[30.02006798964601,-0.546955540066108],[29.984745615317877,-0.535181415290083],[29.942596470250862,-0.505033461225253]]]}"
Busia,UG-202,"{""type"":""Polygon"",""coordinates"":[[[34.13158774800007,0.569432983000056],[34.10750940000008,0.470721741000077],[34.10440881300008,0.462246806000081],[34.09738081800015,0.451808166000134],[34.080120890000046,0.431344300000077],[34.075676717000135,0.42224924700011],[34.07671024600012,0.403852438000101],[34.0879757080001,0.3673688760001],[34.08518518000005,0.347008362000068],[34.076606893000076,0.333779196000066],[34.04064009600012,0.305873921000085],[33.96026592363347,0.198677205788385],[33.959922316062034,0.198954576492497],[33.95134402840415,0.205879217751715],[33.93594445227461,0.224844469096979],[33.9045251805926,0.268045965748684],[33.881477491892724,0.31424469593594],[33.87703331933221,0.344217026794354],[33.88933231003807,0.369280097098795],[33.90607547420376,0.385661526058584],[33.91785770007277,0.403851630148608],[33.9149638202241,0.429276434759629],[33.89253624914858,0.473924872235045],[33.89470665858539,0.496042384948112],[33.930053337991126,0.543946438377418],[33.948760206917996,0.547718818268834],[33.95713178900087,0.564151923172687],[33.97635542186521,0.561516424843148],[33.99537234915459,0.561413072055643],[34.01201215963346,0.570663153281885],[34.029685499785955,0.576864325028566],[34.1265271336203,0.570353094919369],[34.131074659867636,0.569526271720065],[34.13158774800007,0.569432983000056]]]}"
Butaleja,UG-219,"{""type"":""Polygon"",""coordinates"":[[[33.90070112475706,0.927230536360128],[33.95465132030216,0.948211168410694],[34.00922163257229,0.994823309747915],[34.069166294289005,1.03404572183257],[34.0949011572626,1.031306870715525],[34.11608849488812,1.021901759858338],[34.111437615853276,1.002884833468272],[34.104306268119785,0.984488022903918],[34.101205681796785,0.941493231827167],[34.084979281568565,0.902322495686633],[34.06461876804167,0.900772202974792],[34.04787560387598,0.891573797692615],[34.03350955562149,0.879481513461087],[34.01614627473077,0.87255687130255],[33.99723270022889,0.872453518515044],[33.97904259613887,0.870179755391405],[33.94669315026863,0.848268948253349],[33.92343875509442,0.816797999727896],[33.87362267374738,0.705228583332428],[33.87269249865989,0.69334300377659],[33.865147738877,0.684558010543753],[33.85129845635868,0.688382066379233],[33.83744917204166,0.689622300728558],[33.822463006162764,0.723832099471792],[33.808303664382606,0.733392239060549],[33.7985884951629,0.742538967499343],[33.79083702980506,0.77426829754387],[33.77657433433802,0.808271388913454],[33.773370396126836,0.843308009956672],[33.77492068883868,0.879894923711731],[33.76654910675586,0.912244371380609],[33.742881301330954,0.936118883279846],[33.79063032423005,0.948831285135668],[33.84365034378834,0.938961086285076],[33.90070112475706,0.927230536360128]]]}"
Butambala,UG-119,"{""type"":""Polygon"",""coordinates"":[[[32.2305877005619,0.253012678092603],[32.264744005831176,0.267244471954825],[32.26759036460362,0.227395449140658],[32.247665853196565,0.207470938632923],[32.21920226547218,0.184700068453367],[32.170814167239996,0.153390121956534],[32.12811878565344,0.12777289300459],[32.076884328648816,0.136311969321923],[32.02564987074493,0.116387457914868],[31.988647207602526,0.076538436000021],[31.92602731460886,0.028150336868521],[31.855784970300135,-0.007351203994858],[31.81286990682071,0.041548163317088],[31.79347911337038,0.050107102960396],[31.843482911107458,0.079384794772466],[31.917488238291526,0.110694741269299],[31.965876337423026,0.133465610549479],[32.00287900146475,0.181853709680922],[32.06834525233148,0.218856372823325],[32.125272426881,0.233088166685548],[32.141281306287226,0.255768252103167],[32.160135531829326,0.257193914967218],[32.2305877005619,0.253012678092603]]]}"
Buvuma,UG-120,"{""type"":""Polygon"",""coordinates"":[[[33.426414845668546,-1.002573344084567],[33.273090047000096,-1.002573343999927],[33.08994877100014,-1.002573343999927],[32.90696252400011,-1.002573343999927],[32.8472253757505,-1.002573344084567],[32.8472253757505,-1.002470797988963],[32.8472253757505,-0.462102566080546],[33.013763868307876,-0.146986586361891],[33.07829837297152,0.091009832637667],[33.13339277415719,0.181708075267466],[33.174082878921695,0.221502996665947],[33.18531334733308,0.263047593171905],[33.192474805268034,0.298651434615977],[33.22502688907963,0.323919989216108],[33.27285498846692,0.350246361480401],[33.29494998485387,0.343080146131854],[33.38703738776519,0.302617498798497],[33.42620812390578,0.213734035897005],[33.42641482858147,-1.002470797988963],[33.426414845668546,-1.002573344084567]]]}"
Buyende,UG-226,"{""type"":""Polygon"",""coordinates"":[[[33.338771600029304,1.079262600088896],[33.320891555201115,1.057041733689061],[33.32233849512545,1.043605862320703],[33.328022902035286,1.029343166853664],[33.31572391132943,1.004280097448543],[33.30053103987558,0.979527086405881],[33.29722374887689,0.943715318107422],[33.25834293168094,0.962396213714271],[33.229399746301226,0.991339399993308],[33.183090649513815,1.028965540627212],[33.15704178195267,1.037648496780719],[33.133887234008625,1.055014408188356],[33.128098596572954,1.098429186257931],[33.113627003883096,1.138949645609671],[33.038374721716025,1.173681468425002],[32.96132693858732,1.181685288944891],[32.93114790215395,1.230881251768324],[32.921949496871775,1.263282375381323],[32.89869510259689,1.290929267171919],[32.89311404757524,1.311393134385639],[32.85116621215093,1.358181057210004],[32.8309989764216,1.401387641326551],[32.81136193240724,1.47520742398342],[32.96422081933531,1.473553778484074],[32.97920698431483,1.462443346183477],[32.99739708840491,1.465905666813057],[33.014243605358104,1.45996287748477],[33.068917271315,1.432083441697444],[33.104057245145725,1.407407945020623],[33.13330610469296,1.378520819780022],[33.20803257754142,1.368870776764936],[33.2878186380197,1.355369778292641],[33.33277713385763,1.368314724145193],[33.37825239363303,1.370614324791234],[33.39272179467508,1.354723822246569],[33.40502078628026,1.335526027803951],[33.41494266107492,1.299197496467286],[33.44253787602213,1.287570299329843],[33.43985070174847,1.259613349176732],[33.43158247155378,1.234601955715675],[33.41194542843874,1.209177151104655],[33.39840620338356,1.180651760170576],[33.38031945208104,1.155433661134566],[33.3653332862022,1.129388738899195],[33.367090285388315,1.114350897975555],[33.365229933414696,1.101070055338766],[33.338771600029304,1.079262600088896]]]}"
Dokolo,UG-318,"{""type"":""Polygon"",""coordinates"":[[[32.943343540072306,1.867173163310838],[32.94675418475782,1.927737941752582],[32.9127510915896,1.943163357203161],[32.86820600780101,1.949881292887369],[32.864278599177965,1.985202134770702],[32.87967817620682,2.028842881893468],[32.8880497582897,2.074705715296489],[32.92856408066774,2.071656805816929],[32.965461052785315,2.064835517345216],[32.998844028329245,2.043234768569675],[33.03346723822244,2.025225530733621],[33.06364627465581,2.033674628081599],[33.08586714015638,2.066282457269551],[33.118113234138434,2.078891506337925],[33.13619998544095,2.108037013996977],[33.15542361830529,2.104109605373992],[33.17340701682036,2.111499335525878],[33.21278445763659,2.091216335465504],[33.26218712693435,2.08168203429841],[33.27800011601255,2.062096666228172],[33.2912292818059,2.039462389577579],[33.28244428857306,1.9592864037445],[33.27696658723818,1.948821925691334],[33.267664829168496,1.941483873282095],[33.25577924961266,1.921097520434216],[33.2403796725838,1.903889268275123],[33.15046268090799,1.847975368868163],[33.137750278152794,1.842988593049142],[33.12906863770746,1.833221746985998],[33.122557406698945,1.800407213122355],[33.10219689317205,1.742917182581891],[33.09878624938585,1.728473619062243],[33.09454878060171,1.71705312749981],[33.079355910047184,1.708707383838657],[33.06333621629335,1.702532050513696],[33.026956008113245,1.70010325775911],[32.98933556468455,1.715451157944585],[33.02471983215452,1.81738946834929],[32.943343540072306,1.867173163310838]]]}"
